Scode,ShortName,IndustryName,IndustryCode,Trdwnt,Date,Wretnd,SVI_code,SVI_All,Numpstisten_A,Numneusten_A,Numnegasten_A,Numsten_A,Tpostnum_G,Pospostnum_G,Negpostnum_G,Neupostnum_G,Readnum_G,Commentnum_G
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2014-40,30/09/2014,0.026316,,,,,,,,,,,,
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2014-41,10/10/2014,0.018044,8946,20029,,,,,233,76,46,111,632108,534
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2014-42,17/10/2014,-0.007463,12293,25654,,,,,348,84,72,192,708709,733
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2014-43,24/10/2014,-0.029135,10296,22470,,,,,268,88,61,119,808011,634
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2014-44,31/10/2014,0.077444,11045,24390,,,,,387,129,65,193,1187818,1249
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2014-45,07/11/2014,-0.001797,11841,25863,,,,,288,96,61,131,838989,700
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2014-46,14/11/2014,0.061206,10710,23346,,,,,379,120,86,173,1049936,844
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2014-47,21/11/2014,0.071247,15508,33345,,,,,518,184,96,238,1511007,1444
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2014-48,28/11/2014,-0.015044,14636,31866,,,,,776,169,213,394,1698726,2501
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2014-49,05/12/2014,0.008039,14747,32060,,,,,638,171,149,318,1400541,2224
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2014-50,12/12/2014,0.098086,16041,34167,,,,,508,175,117,216,1450637,1616
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2014-51,19/12/2014,-0.026144,16387,34907,,,,,553,156,124,273,1372702,1678
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2014-52,26/12/2014,-0.084265,14797,32405,,,,,672,158,190,324,1396719,2006
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2014-53,31/12/2014,-0.04886,,,,,,,,,,,,
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-02,09/01/2015,0.012842,14942,31934,,,,,603,144,149,310,1099670,1370
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-03,16/01/2015,0.094675,15355,31862,,,,,583,155,130,298,1492394,2208
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-04,23/01/2015,0.037066,19406,41370,,,,,855,281,157,417,2291977,3284
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-05,30/01/2015,-0.008191,18294,39768,,,,,638,184,139,315,1512544,2004
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-06,06/02/2015,0.038288,16407,35231,,,,,532,159,103,270,1496547,2362
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-07,13/02/2015,0.069414,16562,34873,,,,,405,148,88,169,1309421,1643
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-08,17/02/2015,0.019608,,,,,,,,,,,,
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-09,27/02/2015,0,10443,22723,,,,,252,102,41,109,716757,840
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-10,06/03/2015,-0.066313,16189,35915,,,,,468,147,109,212,1267221,1355
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-11,13/03/2015,0.025568,13438,29934,,,,,373,126,70,177,839157,1192
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-12,20/03/2015,0.089335,17012,37846,,,,,573,203,93,277,1192371,1256
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-13,27/03/2015,0.027972,20101,45649,,,,,694,190,152,352,1634326,1605
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-14,03/04/2015,0.056277,17405,39541,,,,,614,199,135,280,1454014,2000
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-15,10/04/2015,0.029859,16389,37605,,,,,482,159,97,226,1469769,1474
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-16,17/04/2015,0.03809,20975,49208,,,,,585,172,120,293,1797029,2373
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-17,24/04/2015,0.093647,20732,48152,,,,,812,263,197,352,1957358,2349
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-18,30/04/2015,0.022534,,,,,,,,,,,,
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-19,08/05/2015,0.016161,19686,49142,,,,,481,160,89,232,1369350,1336
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-20,15/05/2015,0.063133,22906,60002,,,,,604,213,135,256,1399756,2646
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-21,22/05/2015,0.086582,20895,55663,,,,,713,243,181,289,1487773,1761
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-22,29/05/2015,0.200668,27997,88816,34,190,3,265,854,248,200,406,2877039,2691
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-23,05/06/2015,0.047255,29920,99199,,,,,946,295,226,425,2501045,2752
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-24,12/06/2015,0.010285,26762,90683,,,,,803,257,185,361,2135950,2240
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-25,19/06/2015,-0.174056,23080,73866,,,,,910,206,242,462,1911172,2522
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-26,26/06/2015,-0.116899,19071,60364,,,,,732,165,193,374,1491336,1846
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-27,03/07/2015,-0.29131,23558,70725,,,,,1004,220,273,511,1307502,1733
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-28,10/07/2015,-0.117535,27034,82299,,,,,1243,291,321,631,2311568,2588
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-29,17/07/2015,0.395248,35613,121061,,,,,721,225,141,355,2526968,2422
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-30,24/07/2015,0.055959,31727,97742,,,,,582,175,122,285,1742106,1523
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-31,31/07/2015,-0.069185,30957,92581,,,,,674,166,198,310,2452913,1881
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-32,07/08/2015,0.024249,24303,69342,,,,,497,132,123,242,1485667,1061
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-33,14/08/2015,0.056099,21177,61695,,,,,500,142,144,214,1390806,1139
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-34,21/08/2015,-0.121345,21456,62874,,,,,711,190,189,332,1844858,2393
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-35,28/08/2015,-0.125901,18919,57457,,,,,667,167,177,323,1697942,2619
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-36,02/09/2015,-0.11231,,,,,,,,,,,,
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-37,11/09/2015,0.133667,14757,41063,,,,,339,107,75,157,711624,1110
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-38,18/09/2015,-0.052963,14091,38783,,,,,375,119,95,161,648464,692
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-39,25/09/2015,-0.04261,13608,37293,,,,,321,86,92,143,665546,758
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-40,30/09/2015,0,,,,,,,,,,,,
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-41,09/10/2015,0.08484,6805,19573,,,,,140,45,24,71,406970,495
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-44,30/10/2015,0.092308,16964,54231,,,,,904,211,241,452,1772976,2524
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-45,06/11/2015,0.077465,15085,46322,3,16,0,57,1123,253,244,626,1894428,4276
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-46,13/11/2015,0.02451,16441,50509,,,,,1343,297,293,753,2064091,4933
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-47,20/11/2015,0.031898,19612,62184,,,,,1462,357,347,758,2241436,4105
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-48,27/11/2015,-0.136012,14802,42546,,,,,866,185,292,389,1092639,2055
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-49,04/12/2015,0.0161,12679,36287,,,,,600,154,142,304,803471,1341
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-50,11/12/2015,-0.015845,11755,33599,,,,,717,170,185,362,1474027,1447
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-51,18/12/2015,0.063804,12356,35180,,,,,602,172,117,313,1778095,1688
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-52,25/12/2015,0.060538,13917,38512,,,,,820,243,159,418,1988432,2001
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-53,31/12/2015,-0.044397,,,,,,,,,,,,
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-02,08/01/2016,-0.216261,12088,34619,,,,,566,95,204,267,1462071,2034
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-03,15/01/2016,-0.112209,12363,35025,,,,,454,113,113,228,1380962,1412
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-04,22/01/2016,0.012719,10695,30549,,,,,247,74,58,115,781300,769
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-05,29/01/2016,-0.110675,9960,28298,,,,,422,88,117,217,1627541,1006
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-06,05/02/2016,0.019417,9102,24383,,,,,301,71,78,152,1165815,658
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-08,19/02/2016,0.068398,9864,27481,,,,,391,106,88,197,940197,780
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-09,26/02/2016,-0.079417,9908,27516,,,,,303,72,83,148,1212959,1663
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-10,04/03/2016,0.005282,10352,27940,,,,,291,93,67,131,948762,802
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-11,11/03/2016,-0.023643,9615,26088,,,,,371,108,90,173,805995,1079
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-12,18/03/2016,0.100448,9702,27116,,,,,359,109,74,176,1038531,1871
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-13,25/03/2016,0.010595,10528,29362,,,,,430,120,96,214,1453904,1684
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-14,01/04/2016,0.020161,10112,27567,,,,,483,140,97,246,1397114,1538
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-15,08/04/2016,0.003953,9335,25929,,,,,373,107,73,193,1415340,901
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-16,15/04/2016,0.067717,10909,29786,,,,,452,116,85,251,1520518,1776
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-17,22/04/2016,-0.097345,9636,26609,,,,,631,150,148,333,3138943,8440
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-18,29/04/2016,-0.001634,8838,24179,,,,,2182,1019,110,1053,2020487,2189
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-19,06/05/2016,0.10802,13994,40121,,,,,2205,797,197,1211,2680882,2626
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-20,13/05/2016,0.103397,17691,49809,,,,,1919,542,230,1147,2592073,2421
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-21,20/05/2016,-0.01071,14764,40550,,,,,1326,268,161,897,1832720,1527
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-22,27/05/2016,-0.016238,13122,35426,,,,,1127,238,214,675,1587805,1413
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-23,03/06/2016,0.055708,13523,36927,,,,,1026,194,107,725,1689625,5853
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-24,08/06/2016,0.010423,,,,,,,,,,,,
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-25,17/06/2016,-0.040619,10991,31153,,,,,411,112,124,175,1051238,1017
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-26,24/06/2016,-0.024194,9746,27910,,,,,511,163,121,227,1258936,1559
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-27,01/07/2016,0.061295,10114,28847,,,,,567,200,100,267,842712,1072
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-28,08/07/2016,0,11699,32501,,,,,747,262,154,331,937842,1508
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-29,15/07/2016,0.039267,11728,31947,,,,,804,241,189,374,1028352,1222
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-30,22/07/2016,-0.020151,10042,28887,,,,,561,159,126,276,1122544,2506
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-31,29/07/2016,0.054627,13249,35813,,,,,724,254,136,334,1131015,2358
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-32,05/08/2016,-0.032297,12282,32235,,,,,742,199,136,407,859807,1523
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-33,12/08/2016,-0.027708,10123,27244,,,,,550,133,131,286,667549,856
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-34,19/08/2016,0.041451,10855,28915,,,,,658,215,124,319,662973,1381
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-35,26/08/2016,-0.04291,9103,24861,,,,,462,120,104,238,504172,911
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-36,02/09/2016,-0.047433,10189,28187,,,,,1339,347,318,674,1243741,2185
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-37,09/09/2016,0.011596,8763,24458,,,,,463,132,88,243,399594,696
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-38,14/09/2016,-0.037761,,,,,,,,,,,,
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-39,23/09/2016,0.00911,7572,20127,,,,,229,62,50,117,219614,256
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-40,30/09/2016,-0.04375,7394,19219,,,,,353,67,109,177,281552,520
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-42,14/10/2016,0.022513,7785,20487,,,,,220,60,42,118,216906,308
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-43,21/10/2016,0.014915,7645,19973,,,,,273,96,46,131,386223,622
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-44,28/10/2016,-0.004199,7968,21268,,,,,409,94,104,211,398120,613
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-45,04/11/2016,-0.018974,7861,20747,,,,,641,141,191,309,345336,732
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-46,11/11/2016,0.015043,7845,20907,,,,,593,154,137,302,431315,750
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-47,18/11/2016,-0.002823,8324,21881,,,,,726,177,158,391,498343,1224
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-48,25/11/2016,0.047417,8819,23349,,,,,772,173,180,419,662406,1524
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-49,02/12/2016,-0.006757,11918,32359,,,,,762,202,166,394,910885,1058
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-50,09/12/2016,0.020408,9444,25886,,,,,612,144,114,354,811732,1247
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-51,16/12/2016,-0.071333,9609,25321,,,,,761,163,221,377,466889,869
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-52,23/12/2016,-0.000718,8179,21706,,,,,516,144,153,219,395885,741
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2016-53,30/12/2016,-0.005029,8107,20995,,,,,611,161,124,326,602420,896
600104,上汽集团,汽车制造业,C36,2014-01,03/01/2014,-0.048798,3077,8151,,,,,113,50,31,32,182869,349
600104,上汽集团,汽车制造业,C36,2014-02,10/01/2014,-0.028996,7848,20354,100,129,18,459,202,62,57,83,340794,637
600104,上汽集团,汽车制造业,C36,2014-03,17/01/2014,-0.032925,7811,20055,19,59,13,228,229,74,73,82,410733,532
600104,上汽集团,汽车制造业,C36,2014-04,24/01/2014,0.043547,7569,19582,55,61,8,141,153,61,36,56,274320,307
600104,上汽集团,汽车制造业,C36,2014-05,30/01/2014,-0.015175,,,,,,,,,,,,
600104,上汽集团,汽车制造业,C36,2014-06,07/02/2014,-0.002311,2611,10210,,,,,56,23,15,18,89301,98
600104,上汽集团,汽车制造业,C36,2014-07,14/02/2014,0.042471,8941,22792,12,11,3,51,246,90,74,82,426663,531
600104,上汽集团,汽车制造业,C36,2014-08,21/02/2014,0.004444,9306,23071,,,,,152,49,39,64,243983,228
600104,上汽集团,汽车制造业,C36,2014-09,28/02/2014,-0.063422,9116,22640,,,,,248,87,61,100,396945,548
600104,上汽集团,汽车制造业,C36,2014-10,07/03/2014,0.006299,9279,22986,,,,,230,88,63,79,312299,376
600104,上汽集团,汽车制造业,C36,2014-11,14/03/2014,-0.017214,9161,22962,,,,,285,112,71,102,395561,561
600104,上汽集团,汽车制造业,C36,2014-12,21/03/2014,0.015127,8682,22208,,,,,284,113,77,94,408262,483
600104,上汽集团,汽车制造业,C36,2014-13,28/03/2014,0.088627,11065,30216,225,234,46,968,809,397,114,298,1736844,3562
600104,上汽集团,汽车制造业,C36,2014-14,04/04/2014,0.010807,11450,29140,89,187,20,456,347,163,69,115,664660,1046
600104,上汽集团,汽车制造业,C36,2014-15,11/04/2014,0.066287,8979,24360,16,14,3,99,135,57,24,54,375211,1056
600104,上汽集团,汽车制造业,C36,2014-16,18/04/2014,-0.034759,9802,25538,,,,,230,93,40,97,419874,744
600104,上汽集团,汽车制造业,C36,2014-17,25/04/2014,-0.011773,9223,23781,9,38,3,67,109,46,26,37,244933,533
600104,上汽集团,汽车制造业,C36,2014-18,30/04/2014,0.017519,,,,,,,,,,,,
600104,上汽集团,汽车制造业,C36,2014-19,09/05/2014,-0.006887,8714,23274,,,,,92,40,16,36,207716,412
600104,上汽集团,汽车制造业,C36,2014-20,16/05/2014,0.01387,8224,22266,,,,,116,52,17,47,175356,293
600104,上汽集团,汽车制造业,C36,2014-21,23/05/2014,0.00342,7022,20191,,,,,118,57,21,40,468934,758
600104,上汽集团,汽车制造业,C36,2014-22,30/05/2014,-0.004772,8551,24853,19,41,1,132,121,37,32,52,306502,302
600104,上汽集团,汽车制造业,C36,2014-23,06/06/2014,0.004795,5888,17676,,,,,80,36,14,30,231337,273
600104,上汽集团,汽车制造业,C36,2014-24,13/06/2014,0.052488,8665,22344,112,150,16,441,116,68,16,32,368521,368
600104,上汽集团,汽车制造业,C36,2014-25,20/06/2014,0.001943,9118,22861,51,155,12,288,124,56,21,47,453266,284
600104,上汽集团,汽车制造业,C36,2014-26,27/06/2014,-0.009696,7588,20616,7,35,2,50,77,37,14,26,202129,268
600104,上汽集团,汽车制造业,C36,2014-27,04/07/2014,0.015666,7970,20939,,,,,74,38,6,30,165255,185
600104,上汽集团,汽车制造业,C36,2014-28,11/07/2014,0.003856,8375,22713,53,47,8,215,123,65,20,38,228253,357
600104,上汽集团,汽车制造业,C36,2014-29,18/07/2014,0.014725,9250,23264,,,,,142,67,21,54,280501,453
600104,上汽集团,汽车制造业,C36,2014-30,25/07/2014,0.106625,10073,26007,26,64,4,198,187,99,29,59,482659,1125
600104,上汽集团,汽车制造业,C36,2014-31,01/08/2014,-0.004561,10366,26733,11,9,1,49,256,108,56,92,508581,832
600104,上汽集团,汽车制造业,C36,2014-32,08/08/2014,-0.014145,9596,24215,23,45,5,133,156,65,36,55,317974,374
600104,上汽集团,汽车制造业,C36,2014-33,15/08/2014,0.082969,10079,25527,269,188,36,895,220,94,38,88,476808,908
600104,上汽集团,汽车制造业,C36,2014-34,22/08/2014,-0.019009,9227,23698,20,12,4,43,156,56,31,69,256096,362
600104,上汽集团,汽车制造业,C36,2014-35,29/08/2014,-0.005872,8428,21722,11,40,2,83,93,28,31,34,146693,165
600104,上汽集团,汽车制造业,C36,2014-36,05/09/2014,0.103957,9239,23641,33,62,6,155,169,67,34,68,323474,618
600104,上汽集团,汽车制造业,C36,2014-37,12/09/2014,-0.009096,8106,21629,31,46,9,168,159,57,39,63,271084,427
600104,上汽集团,汽车制造业,C36,2014-38,19/09/2014,-0.012959,9157,23176,,,,,124,49,28,47,208058,331
600104,上汽集团,汽车制造业,C36,2014-39,26/09/2014,-0.015317,8659,22150,8,38,5,170,115,54,15,46,219873,368
600104,上汽集团,汽车制造业,C36,2014-40,30/09/2014,0.004444,,,,,,,,,,,,
600104,上汽集团,汽车制造业,C36,2014-41,10/10/2014,-0.026549,5537,16780,,,,,102,46,19,37,217408,196
600104,上汽集团,汽车制造业,C36,2014-42,17/10/2014,0.007955,7958,22009,42,24,4,188,96,45,15,36,355081,386
600104,上汽集团,汽车制造业,C36,2014-43,24/10/2014,-0.032131,7363,21109,,,,,91,36,24,31,324757,185
600104,上汽集团,汽车制造业,C36,2014-44,31/10/2014,0.040186,6899,20695,190,240,46,855,153,69,33,51,421621,256
600104,上汽集团,汽车制造业,C36,2014-45,07/11/2014,-0.027996,6820,20165,52,43,8,201,115,48,17,50,324734,216
600104,上汽集团,汽车制造业,C36,2014-46,14/11/2014,0.086982,7316,20839,,,,,157,59,29,69,291951,312
600104,上汽集团,汽车制造业,C36,2014-47,21/11/2014,0.022258,9571,26249,24,232,4,160,294,105,58,131,879020,1020
600104,上汽集团,汽车制造业,C36,2014-48,28/11/2014,0.025402,9182,24105,15,27,2,75,203,64,29,110,621728,631
600104,上汽集团,汽车制造业,C36,2014-49,05/12/2014,0.091001,10614,27078,27,19,1,496,257,95,57,105,510579,680
600104,上汽集团,汽车制造业,C36,2014-50,12/12/2014,0.013902,11228,29940,20,28,4,92,266,88,64,114,924048,856
600104,上汽集团,汽车制造业,C36,2014-51,19/12/2014,0.035192,9481,25667,,,,,299,96,88,115,586218,691
600104,上汽集团,汽车制造业,C36,2014-52,26/12/2014,-0.023841,9086,24551,,,,,376,106,99,171,705477,1246
600104,上汽集团,汽车制造业,C36,2014-53,31/12/2014,-0.028946,,,,,,,,,,,,
600104,上汽集团,汽车制造业,C36,2015-02,09/01/2015,0.105729,11440,32581,,,,,332,130,66,136,719355,779
600104,上汽集团,汽车制造业,C36,2015-03,16/01/2015,0.046757,9608,27908,30,89,8,274,310,100,74,136,1481080,2590
600104,上汽集团,汽车制造业,C36,2015-04,23/01/2015,-0.042656,9597,26936,,,,,345,105,88,152,685668,1005
600104,上汽集团,汽车制造业,C36,2015-05,30/01/2015,-0.047919,9593,26402,,,,,475,128,154,193,843483,1428
600104,上汽集团,汽车制造业,C36,2015-06,06/02/2015,-0.028256,8945,25560,31,43,7,136,552,147,184,221,1051557,1497
600104,上汽集团,汽车制造业,C36,2015-07,13/02/2015,0.040436,8471,23737,,,,,286,98,75,113,589055,870
600104,上汽集团,汽车制造业,C36,2015-08,17/02/2015,0.030131,,,,,,,,,,,,
600104,上汽集团,汽车制造业,C36,2015-09,27/02/2015,0.032641,5935,19750,,,,,156,71,27,58,313700,309
600104,上汽集团,汽车制造业,C36,2015-10,06/03/2015,-0.067323,9401,26776,,,,,213,74,69,70,386178,557
600104,上汽集团,汽车制造业,C36,2015-11,13/03/2015,0.088468,10036,33239,25,84,11,159,427,158,98,171,845782,1445
600104,上汽集团,汽车制造业,C36,2015-12,20/03/2015,-0.000809,11362,37196,2,12,3,86,516,139,161,216,921807,1403
600104,上汽集团,汽车制造业,C36,2015-13,27/03/2015,-0.001214,10543,33446,,,,,339,106,93,140,628503,784
600104,上汽集团,汽车制造业,C36,2015-14,03/04/2015,0.062804,12388,38645,84,83,10,277,666,243,147,276,1530196,1821
600104,上汽集团,汽车制造业,C36,2015-15,10/04/2015,-0.019062,12341,39604,49,30,12,211,635,173,193,269,1437358,1602
600104,上汽集团,汽车制造业,C36,2015-16,17/04/2015,0.071512,15648,48102,6,8,2,44,911,293,229,389,1988469,2087
600104,上汽集团,汽车制造业,C36,2015-17,24/04/2015,-0.014509,16050,53961,7,11,1,19,1028,301,276,451,2018360,2041
600104,上汽集团,汽车制造业,C36,2015-18,30/04/2015,-0.006257,,,,,,,,,,,,
600104,上汽集团,汽车制造业,C36,2015-19,08/05/2015,-0.061481,13310,45538,,,,,1327,342,350,635,1754306,3178
600104,上汽集团,汽车制造业,C36,2015-20,15/05/2015,-0.042226,15542,54439,13,15,4,32,2286,546,719,1021,3076592,5410
600104,上汽集团,汽车制造业,C36,2015-21,22/05/2015,0.062629,18049,64989,4,32,0,39,1552,421,388,743,2341647,3301
600104,上汽集团,汽车制造业,C36,2015-22,29/05/2015,-0.070182,17590,61096,,,,,1230,354,310,566,2092151,2459
600104,上汽集团,汽车制造业,C36,2015-23,05/06/2015,0.051293,17093,59214,,,,,1346,389,391,566,1925877,2764
600104,上汽集团,汽车制造业,C36,2015-24,12/06/2015,0.035303,20363,71694,,,,,1238,402,329,507,2111381,2715
600104,上汽集团,汽车制造业,C36,2015-25,19/06/2015,-0.138314,18765,67168,,,,,1927,514,547,866,2858314,4916
600104,上汽集团,汽车制造业,C36,2015-26,26/06/2015,-0.065807,15533,53669,,,,,1338,366,382,590,1926314,3118
600104,上汽集团,汽车制造业,C36,2015-27,03/07/2015,-0.035697,20043,68188,,,,,1107,319,255,533,1428828,2654
600104,上汽集团,汽车制造业,C36,2015-28,10/07/2015,0.288746,25200,87769,8,35,9,186,1186,378,272,536,1725192,2577
600104,上汽集团,汽车制造业,C36,2015-29,17/07/2015,-0.066641,21852,75681,15,13,2,56,1381,383,393,605,2196273,2653
600104,上汽集团,汽车制造业,C36,2015-30,24/07/2015,-0.07222,19671,67536,,,,,2274,605,599,1070,3024932,5174
600104,上汽集团,汽车制造业,C36,2015-31,31/07/2015,-0.096199,14013,47623,,,,,1127,271,342,514,1988568,2720
600104,上汽集团,汽车制造业,C36,2015-32,07/08/2015,0.016096,12476,42807,,,,,695,174,175,346,1242240,1557
600104,上汽集团,汽车制造业,C36,2015-33,14/08/2015,0.012264,11394,38610,14,45,9,203,839,215,262,362,1590419,1476
600104,上汽集团,汽车制造业,C36,2015-34,21/08/2015,-0.141848,12032,40961,,,,,1135,250,387,498,1578953,2354
600104,上汽集团,汽车制造业,C36,2015-35,28/08/2015,-0.002941,13077,48949,16,34,9,93,769,224,206,339,1540426,1694
600104,上汽集团,汽车制造业,C36,2015-36,02/09/2015,0.057227,,,,,,,,,,,,
600104,上汽集团,汽车制造业,C36,2015-37,11/09/2015,-0.042411,9399,31910,,,,,481,122,143,216,815912,961
600104,上汽集团,汽车制造业,C36,2015-38,18/09/2015,0.008159,8851,29216,,,,,354,103,95,156,696059,730
600104,上汽集团,汽车制造业,C36,2015-39,25/09/2015,-0.056069,8453,27465,7,48,9,265,387,108,113,166,788686,1028
600104,上汽集团,汽车制造业,C36,2015-40,30/09/2015,0.028781,,,,,,,,,,,,
600104,上汽集团,汽车制造业,C36,2015-41,08/10/2015,0.057738,,,,,,,,,,,,
600104,上汽集团,汽车制造业,C36,2015-45,06/11/2015,0.100169,7032,29876,86,216,18,569,495,190,61,244,997796,1261
600104,上汽集团,汽车制造业,C36,2015-46,13/11/2015,0.029668,11428,41328,41,193,19,421,773,223,188,362,969848,1511
600104,上汽集团,汽车制造业,C36,2015-47,20/11/2015,-0.008445,9026,29268,,,,,464,102,123,239,582024,690
600104,上汽集团,汽车制造业,C36,2015-48,27/11/2015,-0.050601,7787,25550,,,,,430,115,100,215,462952,543
600104,上汽集团,汽车制造业,C36,2015-49,04/12/2015,0.089182,8526,28113,,,,,493,149,92,252,553427,988
